scheme_id,fiscal_year,revised_allocation_total,revised_allocation_fpa,estimated_expenditure,throw_forward,allocation_capital,allocation_revenue,allocation_total,allocation_fpa,financial_progress_pct_prior_year,financial_progress_pct_current_year
2953,2026-2027,28.500,0.000,28.500,28.500,28.500,0.000,28.500,0.000,50.0,100.0
2954,2026-2027,62.500,0.000,62.500,62.500,62.500,0.000,62.500,0.000,50.0,100.0
2955,2026-2027,12.500,0.000,12.500,87.500,87.500,0.000,87.500,0.000,12.5,100.0
2956,2026-2027,6.250,0.000,6.250,43.750,43.750,0.000,43.750,0.000,12.5,100.0
2957,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2958,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2959,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2960,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2961,2026-2027,37.500,0.000,37.500,37.500,37.500,0.000,37.500,0.000,50.0,100.0
2962,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2963,2026-2027,37.500,0.000,37.500,37.500,37.500,0.000,37.500,0.000,50.0,100.0
2964,2026-2027,30.000,0.000,30.000,30.000,30.000,0.000,30.000,0.000,50.0,100.0
2965,2026-2027,6.250,0.000,6.250,43.750,43.750,0.000,43.750,0.000,12.5,100.0
2966,2026-2027,26.484,0.000,26.484,26.486,26.486,0.000,26.486,0.000,50.0,100.0
2967,2026-2027,45.684,0.000,45.684,46.046,46.046,0.000,46.046,0.000,49.8,100.0
2968,2026-2027,30.044,0.000,30.044,30.046,30.046,0.000,30.046,0.000,50.0,100.0
2969,2026-2027,65.000,0.000,65.000,65.000,65.000,0.000,65.000,0.000,50.0,100.0
2970,2026-2027,35.000,0.000,35.000,35.000,35.000,0.000,35.000,0.000,50.0,100.0
2971,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2972,2026-2027,40.000,0.000,40.000,40.000,40.000,0.000,40.000,0.000,50.0,100.0
2973,2026-2027,30.000,0.000,30.000,30.000,30.000,0.000,30.000,0.000,50.0,100.0
2974,2026-2027,63.000,0.000,63.000,63.000,63.000,0.000,63.000,0.000,50.0,100.0
2975,2026-2027,67.249,0.000,67.249,67.251,67.250,0.000,67.250,0.000,50.0,100.0
2976,2026-2027,67.000,0.000,67.000,67.000,67.000,0.000,67.000,0.000,50.0,100.0
2977,2026-2027,75.000,0.000,75.000,75.000,75.000,0.000,75.000,0.000,50.0,100.0
2978,2026-2027,50.000,0.000,50.000,50.000,50.000,0.000,50.000,0.000,50.0,100.0
2979,2026-2027,50.000,0.000,50.000,50.000,50.000,0.000,50.000,0.000,50.0,100.0
2980,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2981,2026-2027,40.000,0.000,40.000,40.000,40.000,0.000,40.000,0.000,50.0,100.0
2982,2026-2027,33.902,0.000,33.902,33.902,33.902,0.000,33.902,0.000,50.0,100.0
2983,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2984,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2985,2026-2027,30.000,0.000,30.000,30.000,30.000,0.000,30.000,0.000,50.0,100.0
2986,2026-2027,80.000,0.000,80.000,80.000,80.000,0.000,80.000,0.000,50.0,100.0
2987,2026-2027,12.500,0.000,12.500,37.500,37.500,0.000,37.500,0.000,25.0,100.0
2988,2026-2027,50.000,0.000,50.000,50.000,50.000,0.000,50.000,0.000,50.0,100.0
2989,2026-2027,90.000,0.000,90.000,90.000,90.000,0.000,90.000,0.000,50.0,100.0
2990,2026-2027,12.500,0.000,12.500,37.500,37.500,0.000,37.500,0.000,25.0,100.0
2991,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2992,2026-2027,50.000,0.000,50.000,50.000,50.000,0.000,50.000,0.000,50.0,100.0
2993,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2994,2026-2027,50.000,0.000,50.000,50.000,50.000,0.000,50.000,0.000,50.0,100.0
2995,2026-2027,50.000,0.000,50.000,50.000,50.000,0.000,50.000,0.000,50.0,100.0
2996,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2997,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2998,2026-2027,45.000,0.000,45.000,45.000,45.000,0.000,45.000,0.000,50.0,100.0
2999,2026-2027,59.957,0.000,59.957,59.956,59.956,0.000,59.956,0.000,50.0,100.0
3000,2026-2027,32.269,0.000,32.269,32.268,32.268,0.000,32.268,0.000,50.0,100.0
3001,2026-2027,32.500,0.000,32.500,32.500,32.500,0.000,32.500,0.000,50.0,100.0
3002,2026-2027,92.340,0.000,92.340,92.343,92.343,0.000,92.343,0.000,50.0,100.0
3003,2026-2027,50.000,0.000,50.000,50.000,50.000,0.000,50.000,0.000,50.0,100.0
3004,2026-2027,35.000,0.000,35.000,35.000,35.000,0.000,35.000,0.000,50.0,100.0
3005,2026-2027,40.000,0.000,40.000,40.000,40.000,0.000,40.000,0.000,50.0,100.0
3006,2026-2027,50.000,0.000,50.000,50.000,50.000,0.000,50.000,0.000,50.0,100.0
3007,2026-2027,37.500,0.000,37.500,112.500,112.500,0.000,112.500,0.000,25.0,100.0
3008,2026-2027,50.000,0.000,50.000,50.000,50.000,0.000,50.000,0.000,50.0,100.0
3009,2026-2027,12.500,0.000,12.500,87.500,87.500,0.000,87.500,0.000,12.5,100.0
3010,2026-2027,50.000,0.000,50.000,50.000,50.000,0.000,50.000,0.000,50.0,100.0
3011,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
3012,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
3013,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
3014,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
3015,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
3016,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
3017,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
3018,2026-2027,12.500,0.000,12.500,37.500,37.500,0.000,37.500,0.000,25.0,100.0
3019,2026-2027,40.000,0.000,40.000,40.000,40.000,0.000,40.000,0.000,50.0,100.0
3020,2026-2027,6.250,0.000,6.250,43.750,43.750,0.000,43.750,0.000,12.5,100.0
3021,2026-2027,6.250,0.000,6.250,43.750,43.750,0.000,43.750,0.000,12.5,100.0
3022,2026-2027,80.000,0.000,80.000,80.000,80.000,0.000,80.000,0.000,50.0,100.0
3023,2026-2027,45.000,0.000,45.000,45.000,45.000,0.000,45.000,0.000,50.0,100.0
3024,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
3025,2026-2027,12.500,0.000,12.500,87.500,87.500,0.000,87.500,0.000,12.5,100.0
3026,2026-2027,50.000,0.000,50.000,50.000,50.000,0.000,50.000,0.000,50.0,100.0
3027,2026-2027,50.000,0.000,50.000,50.000,50.000,0.000,50.000,0.000,50.0,100.0
3028,2026-2027,12.500,0.000,12.500,37.500,37.500,0.000,37.500,0.000,25.0,100.0
3029,2026-2027,12.500,0.000,12.500,37.500,37.500,0.000,37.500,0.000,25.0,100.0
3030,2026-2027,12.500,0.000,12.500,37.500,37.500,0.000,37.500,0.000,25.0,100.0
3031,2026-2027,12.500,0.000,12.500,37.500,37.500,0.000,37.500,0.000,25.0,100.0
3032,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
3033,2026-2027,12.500,0.000,12.500,37.500,37.500,0.000,37.500,0.000,25.0,100.0
3034,2026-2027,50.000,0.000,50.000,50.000,50.000,0.000,50.000,0.000,50.0,100.0
3035,2026-2027,12.562,0.000,12.562,37.688,37.687,0.000,37.687,0.000,25.0,100.0
3036,2026-2027,19.310,0.000,19.310,57.930,57.930,0.000,57.930,0.000,25.0,100.0
3037,2026-2027,6.250,0.000,6.250,43.750,43.750,0.000,43.750,0.000,12.5,100.0
3038,2026-2027,15.000,0.000,15.000,105.000,105.000,0.000,105.000,0.000,12.5,100.0
3039,2026-2027,26.000,0.000,26.000,26.000,26.000,0.000,26.000,0.000,50.0,100.0
3040,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
3041,2026-2027,52.500,0.000,52.500,52.500,52.500,0.000,52.500,0.000,50.0,100.0
3042,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
3043,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
3044,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
3045,2026-2027,25.000,0.000,25.000,75.000,75.000,0.000,75.000,0.000,25.0,100.0
3046,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
3047,2026-2027,14.100,0.000,14.100,42.300,42.300,0.000,42.300,0.000,25.0,100.0
3048,2026-2027,18.750,0.000,18.750,56.250,56.250,0.000,56.250,0.000,25.0,100.0
3049,2026-2027,12.500,0.000,12.500,37.500,37.500,0.000,37.500,0.000,25.0,100.0
3050,2026-2027,15.000,0.000,15.000,45.000,45.000,0.000,45.000,0.000,25.0,100.0
3051,2026-2027,35.000,0.000,35.000,35.000,35.000,0.000,35.000,0.000,50.0,100.0
3052,2026-2027,50.000,0.000,50.000,50.000,50.000,0.000,50.000,0.000,50.0,100.0
3053,2026-2027,25.000,0.000,25.000,75.000,75.000,0.000,75.000,0.000,25.0,100.0
3054,2026-2027,50.000,0.000,50.000,50.000,50.000,0.000,50.000,0.000,50.0,100.0
3055,2026-2027,75.000,0.000,75.000,75.000,75.000,0.000,75.000,0.000,50.0,100.0
3056,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
3057,2026-2027,75.000,0.000,75.000,75.000,75.000,0.000,75.000,0.000,50.0,100.0
3058,2026-2027,75.000,0.000,75.000,75.000,75.000,0.000,75.000,0.000,50.0,100.0
3059,2026-2027,100.000,0.000,100.000,100.000,100.000,0.000,100.000,0.000,50.0,100.0
3060,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
3061,2026-2027,6.250,0.000,6.250,43.750,43.750,0.000,43.750,0.000,12.5,100.0
3062,2026-2027,62.500,0.000,62.500,62.500,62.500,0.000,62.500,0.000,50.0,100.0
3063,2026-2027,30.000,0.000,30.000,30.000,30.000,0.000,30.000,0.000,50.0,100.0
3064,2026-2027,75.000,0.000,75.000,74.983,74.983,0.000,74.983,0.000,50.0,100.0
3065,2026-2027,30.000,0.000,30.000,90.000,90.000,0.000,90.000,0.000,25.0,100.0
3066,2026-2027,12.500,0.000,12.500,37.500,37.500,0.000,37.500,0.000,25.0,100.0
3067,2026-2027,50.000,0.000,50.000,150.000,150.000,0.000,150.000,0.000,25.0,100.0
3068,2026-2027,25.000,0.000,25.000,75.000,75.000,0.000,75.000,0.000,25.0,100.0
3069,2026-2027,55.000,0.000,55.000,55.000,55.000,0.000,55.000,0.000,50.0,100.0
3070,2026-2027,42.500,0.000,42.500,127.500,127.500,0.000,127.500,0.000,25.0,100.0
3071,2026-2027,30.000,0.000,30.000,90.000,90.000,0.000,90.000,0.000,25.0,100.0
3072,2026-2027,12.500,0.000,12.500,37.500,37.500,0.000,37.500,0.000,25.0,100.0
3073,2026-2027,100.000,0.000,100.000,100.000,100.000,0.000,100.000,0.000,50.0,100.0
3074,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
3075,2026-2027,65.000,0.000,65.000,65.000,65.000,0.000,65.000,0.000,50.0,100.0
3076,2026-2027,31.166,0.000,31.166,31.168,31.167,0.000,31.167,0.000,50.0,100.0
3077,2026-2027,30.000,0.000,30.000,30.000,30.000,0.000,30.000,0.000,50.0,100.0
3078,2026-2027,50.000,0.000,50.000,49.994,49.994,0.000,49.994,0.000,50.0,100.0
3079,2026-2027,12.500,0.000,12.500,37.500,37.500,0.000,37.500,0.000,25.0,100.0
3080,2026-2027,31.250,0.000,31.250,93.750,93.750,0.000,93.750,0.000,25.0,100.0
3081,2026-2027,12.500,0.000,12.500,37.500,37.500,0.000,37.500,0.000,25.0,100.0
3082,2026-2027,30.000,0.000,30.000,90.000,90.000,0.000,90.000,0.000,25.0,100.0
3083,2026-2027,40.000,0.000,40.000,120.000,120.000,0.000,120.000,0.000,25.0,100.0
3084,2026-2027,60.000,0.000,60.000,60.000,60.000,0.000,60.000,0.000,50.0,100.0
3085,2026-2027,60.000,0.000,60.000,60.000,60.000,0.000,60.000,0.000,50.0,100.0
3086,2026-2027,50.000,0.000,50.000,50.000,50.000,0.000,50.000,0.000,50.0,100.0
3087,2026-2027,37.500,0.000,37.500,37.500,37.500,0.000,37.500,0.000,50.0,100.0
3088,2026-2027,37.500,0.000,37.500,37.500,37.500,0.000,37.500,0.000,50.0,100.0
3089,2026-2027,31.250,0.000,31.250,93.750,93.750,0.000,93.750,0.000,25.0,100.0
3090,2026-2027,42.500,0.000,42.500,127.500,127.500,0.000,127.500,0.000,25.0,100.0
3091,2026-2027,31.250,0.000,31.250,93.750,93.750,0.000,93.750,0.000,25.0,100.0
3092,2026-2027,24.000,0.000,24.000,72.000,72.000,0.000,72.000,0.000,25.0,100.0
3093,2026-2027,12.500,0.000,12.500,37.500,37.500,0.000,37.500,0.000,25.0,100.0
3094,2026-2027,12.500,0.000,12.500,37.500,37.500,0.000,37.500,0.000,25.0,100.0
3095,2026-2027,12.500,0.000,12.500,37.500,37.500,0.000,37.500,0.000,25.0,100.0
3096,2026-2027,16.250,0.000,16.250,48.750,48.750,0.000,48.750,0.000,25.0,100.0
3097,2026-2027,23.750,0.000,23.750,71.250,71.250,0.000,71.250,0.000,25.0,100.0
3098,2026-2027,15.625,0.000,15.625,46.875,46.875,0.000,46.875,0.000,25.0,100.0
3099,2026-2027,15.625,0.000,15.625,46.875,46.875,0.000,46.875,0.000,25.0,100.0
3100,2026-2027,71.388,0.000,71.388,71.401,71.400,0.000,71.400,0.000,50.0,100.0
3101,2026-2027,5.000,0.000,5.000,15.000,15.000,0.000,15.000,0.000,25.0,100.0
3102,2026-2027,49.798,0.000,49.798,49.800,49.799,0.000,49.799,0.000,50.0,100.0
3103,2026-2027,28.345,0.000,28.345,85.035,85.035,0.000,85.035,0.000,25.0,100.0
3104,2026-2027,40.000,0.000,40.000,40.000,40.000,0.000,40.000,0.000,50.0,100.0
3105,2026-2027,85.000,0.000,85.000,85.000,85.000,0.000,85.000,0.000,50.0,100.0
3106,2026-2027,25.654,0.000,25.654,76.966,76.966,0.000,76.966,0.000,25.0,100.0
3107,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
3108,2026-2027,100.000,0.000,100.000,99.943,99.943,0.000,99.943,0.000,50.0,100.0
3109,2026-2027,40.000,0.000,40.000,40.000,40.000,0.000,40.000,0.000,50.0,100.0
3110,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
3111,2026-2027,25.000,0.000,25.000,75.000,75.000,0.000,75.000,0.000,25.0,100.0
3112,2026-2027,31.250,0.000,31.250,93.750,93.750,0.000,93.750,0.000,25.0,100.0
3113,2026-2027,12.500,0.000,12.500,37.500,37.500,0.000,37.500,0.000,25.0,100.0
3114,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
3115,2026-2027,12.500,0.000,12.500,37.500,37.500,0.000,37.500,0.000,25.0,100.0
3116,2026-2027,50.000,0.000,50.000,50.000,50.000,0.000,50.000,0.000,50.0,100.0
3117,2026-2027,35.535,0.000,35.535,35.535,35.535,0.000,35.535,0.000,50.0,100.0
3118,2026-2027,57.050,0.000,57.050,57.050,57.050,0.000,57.050,0.000,50.0,100.0
3119,2026-2027,33.240,0.000,33.240,33.240,33.240,0.000,33.240,0.000,50.0,100.0
3120,2026-2027,34.122,0.000,34.122,34.122,34.122,0.000,34.122,0.000,50.0,100.0
3121,2026-2027,74.970,0.000,74.970,224.912,224.912,0.000,224.912,0.000,25.0,100.0
3122,2026-2027,62.500,0.000,62.500,62.500,62.500,0.000,62.500,0.000,50.0,100.0
3123,2026-2027,32.500,0.000,32.500,97.500,97.500,0.000,97.500,0.000,25.0,100.0
3124,2026-2027,37.500,0.000,37.500,112.500,112.500,0.000,112.500,0.000,25.0,100.0
3125,2026-2027,25.000,0.000,25.000,75.000,75.000,0.000,75.000,0.000,25.0,100.0
3126,2026-2027,0.000,0.000,0.000,245.908,7.000,0.000,7.000,0.000,0.0,2.8
3127,2026-2027,0.000,0.000,0.000,19.386,19.386,0.000,19.386,0.000,0.0,100.0
3128,2026-2027,0.000,0.000,0.000,99.615,7.000,0.000,7.000,0.000,0.0,7.0
3129,2026-2027,0.000,0.000,0.000,35.613,18.000,0.000,18.000,0.000,0.0,50.5
3130,2026-2027,0.000,0.000,0.000,60.000,60.000,0.000,60.000,0.000,0.0,100.0
3131,2026-2027,80.000,0.000,80.000,80.000,80.000,0.000,80.000,0.000,50.0,100.0
3132,2026-2027,92.500,0.000,92.500,92.500,92.500,0.000,92.500,0.000,50.0,100.0
3133,2026-2027,0.000,0.000,0.000,827.002,7.000,0.000,7.000,0.000,0.0,0.8
3134,2026-2027,0.000,0.000,0.000,278.760,70.000,0.000,70.000,0.000,0.0,25.1
3135,2026-2027,0.000,0.000,93.271,16.729,16.729,0.000,16.729,0.000,84.8,100.0
3136,2026-2027,42.781,0.000,92.086,37.914,37.914,0.000,37.914,0.000,70.8,100.0
3137,2026-2027,40.251,0.000,88.624,41.376,41.376,0.000,41.376,0.000,68.2,100.0
3138,2026-2027,4.820,0.000,14.850,0.000,0.001,0.000,0.001,0.000,100.0,100.0
3139,2026-2027,22.500,0.000,22.500,157.500,38.523,0.000,38.523,0.000,12.5,33.9
3140,2026-2027,52.750,0.000,52.750,364.590,204.026,0.000,204.026,0.000,12.6,61.5
3141,2026-2027,11.250,0.000,11.250,75.371,30.000,0.000,30.000,0.000,13.0,47.6
3142,2026-2027,3.125,0.000,3.125,21.019,21.019,0.000,21.019,0.000,12.9,100.0
3143,2026-2027,1.250,0.000,1.250,8.431,8.431,0.000,8.431,0.000,12.9,100.0
3144,2026-2027,3.750,0.000,3.750,26.250,26.250,0.000,26.250,0.000,12.5,100.0
3145,2026-2027,25.000,0.000,25.000,75.000,75.000,0.000,75.000,0.000,25.0,100.0
3146,2026-2027,0.000,0.000,0.000,25.000,25.000,0.000,25.000,0.000,0.0,100.0
3147,2026-2027,2.000,0.000,2.000,14.000,14.000,0.000,14.000,0.000,12.5,100.0
3148,2026-2027,17.500,0.000,17.500,122.500,40.000,0.000,40.000,0.000,12.5,41.1
3149,2026-2027,2.500,0.000,2.500,17.500,17.500,0.000,17.500,0.000,12.5,100.0
3150,2026-2027,10.000,0.000,10.000,68.500,30.000,0.000,30.000,0.000,12.7,51.0
3151,2026-2027,25.000,0.000,25.000,75.000,75.000,0.000,75.000,0.000,25.0,100.0
3152,2026-2027,12.500,0.000,12.500,37.500,37.500,0.000,37.500,0.000,25.0,100.0
3153,2026-2027,20.000,0.000,20.000,60.000,60.000,0.000,60.000,0.000,25.0,100.0
3154,2026-2027,0.000,0.000,0.000,58.138,20.000,0.000,20.000,0.000,0.0,34.4
3155,2026-2027,0.000,0.000,1798.341,201.659,0.000,0.010,0.010,0.000,89.9,89.9
3156,2026-2027,0.000,0.000,749.924,781.076,0.000,0.010,0.010,0.000,49.0,49.0
3157,2026-2027,25.000,0.000,25.000,75.000,15.000,0.000,15.000,0.000,25.0,40.0
3158,2026-2027,0.000,0.000,3120.625,175.375,0.000,0.010,0.010,0.000,94.7,94.7
3159,2026-2027,31.616,0.000,31.616,108.384,20.000,0.000,20.000,0.000,22.6,36.9
3160,2026-2027,49.992,0.000,99.941,0.044,0.044,0.000,0.044,0.000,100.0,100.0
3161,2026-2027,50.000,0.000,99.985,0.015,0.015,0.000,0.015,0.000,100.0,100.0
3162,2026-2027,13.750,0.000,13.750,96.250,0.000,20.000,20.000,0.000,12.5,30.7
3163,2026-2027,5.000,0.000,5.000,35.000,0.000,15.000,15.000,0.000,12.5,50.0
3164,2026-2027,10.000,0.000,10.000,70.000,0.000,16.000,16.000,0.000,12.5,32.5
3165,2026-2027,9.504,0.000,9.504,66.533,16.000,0.000,16.000,0.000,12.5,33.5
3166,2026-2027,11.250,0.000,11.250,78.750,0.000,16.000,16.000,0.000,12.5,30.3
3167,2026-2027,0.000,0.000,0.000,90.000,0.000,15.000,15.000,0.000,0.0,16.7
3168,2026-2027,10.750,0.000,10.750,75.250,0.000,15.310,15.310,0.000,12.5,30.3
3169,2026-2027,4.000,0.000,4.000,28.000,28.000,0.000,28.000,0.000,12.5,100.0
3170,2026-2027,12.500,0.000,12.500,37.500,37.500,0.000,37.500,0.000,25.0,100.0
3171,2026-2027,6.250,0.000,6.250,43.750,43.750,0.000,43.750,0.000,12.5,100.0
3172,2026-2027,12.500,0.000,12.500,87.500,87.500,0.000,87.500,0.000,12.5,100.0
3173,2026-2027,6.250,0.000,6.250,43.750,43.750,0.000,43.750,0.000,12.5,100.0
3174,2026-2027,6.250,0.000,6.250,43.750,43.750,0.000,43.750,0.000,12.5,100.0
3175,2026-2027,12.500,0.000,12.500,37.500,37.500,0.000,37.500,0.000,25.0,100.0
3176,2026-2027,13.750,0.000,13.750,41.250,41.250,0.000,41.250,0.000,25.0,100.0
3177,2026-2027,12.500,0.000,12.500,37.500,37.500,0.000,37.500,0.000,25.0,100.0
3178,2026-2027,12.500,0.000,12.500,37.500,37.500,0.000,37.500,0.000,25.0,100.0
3179,2026-2027,12.500,0.000,12.500,37.500,37.500,0.000,37.500,0.000,25.0,100.0
3180,2026-2027,12.500,0.000,12.500,37.500,37.500,0.000,37.500,0.000,25.0,100.0
3181,2026-2027,12.500,0.000,12.500,37.500,37.500,0.000,37.500,0.000,25.0,100.0
3182,2026-2027,12.500,0.000,12.500,37.500,37.500,0.000,37.500,0.000,25.0,100.0
3183,2026-2027,0.000,0.000,0.000,50.000,50.000,0.000,50.000,0.000,0.0,100.0
3184,2026-2027,12.500,0.000,12.500,37.500,37.500,0.000,37.500,0.000,25.0,100.0
3185,2026-2027,0.000,0.000,0.000,100.000,100.000,0.000,100.000,0.000,0.0,100.0
3186,2026-2027,0.000,0.000,0.000,50.000,50.000,0.000,50.000,0.000,0.0,100.0
3187,2026-2027,38.450,0.000,38.450,115.350,115.350,0.000,115.350,0.000,25.0,100.0
3188,2026-2027,12.500,0.000,12.500,37.500,37.500,0.000,37.500,0.000,25.0,100.0
3189,2026-2027,0.000,0.000,0.000,50.000,12.000,0.000,12.000,0.000,0.0,24.0
3190,2026-2027,30.000,0.000,30.000,105.000,50.000,0.000,50.000,0.000,22.2,59.3
3191,2026-2027,1.500,0.000,1.500,10.500,10.500,0.000,10.500,0.000,12.5,100.0
3192,2026-2027,7.500,0.000,7.500,52.500,52.500,0.000,52.500,0.000,12.5,100.0
3193,2026-2027,37.500,0.000,37.500,112.500,112.500,0.000,112.500,0.000,25.0,100.0
3194,2026-2027,15.000,0.000,15.000,45.000,45.000,0.000,45.000,0.000,25.0,100.0
3195,2026-2027,20.000,0.000,20.000,60.000,60.000,0.000,60.000,0.000,25.0,100.0
3196,2026-2027,15.000,0.000,15.000,45.000,45.000,0.000,45.000,0.000,25.0,100.0
3197,2026-2027,34.022,0.000,34.022,102.068,102.067,0.000,102.067,0.000,25.0,100.0
3198,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
3199,2026-2027,38.245,0.000,38.245,114.735,114.735,0.000,114.735,0.000,25.0,100.0
3200,2026-2027,28.500,0.000,28.500,85.500,85.500,0.000,85.500,0.000,25.0,100.0
3201,2026-2027,15.000,0.000,15.000,45.000,45.000,0.000,45.000,0.000,25.0,100.0
3202,2026-2027,33.500,0.000,33.500,33.500,33.500,0.000,33.500,0.000,50.0,100.0
3203,2026-2027,15.000,0.000,15.000,45.000,45.000,0.000,45.000,0.000,25.0,100.0
3204,2026-2027,0.000,0.000,0.000,50.000,50.000,0.000,50.000,0.000,0.0,100.0
3205,2026-2027,35.000,0.000,35.000,35.000,35.000,0.000,35.000,0.000,50.0,100.0
3206,2026-2027,99.500,0.000,99.500,99.500,99.500,0.000,99.500,0.000,50.0,100.0
3207,2026-2027,6.250,0.000,6.250,43.750,43.750,0.000,43.750,0.000,12.5,100.0
3208,2026-2027,6.250,0.000,6.250,43.750,43.750,0.000,43.750,0.000,12.5,100.0
3209,2026-2027,6.250,0.000,6.250,43.750,43.750,0.000,43.750,0.000,12.5,100.0
3210,2026-2027,6.250,0.000,6.250,43.750,43.750,0.000,43.750,0.000,12.5,100.0
3211,2026-2027,6.250,0.000,6.250,43.750,43.750,0.000,43.750,0.000,12.5,100.0
3212,2026-2027,50.000,0.000,50.000,50.000,50.000,0.000,50.000,0.000,50.0,100.0
3213,2026-2027,6.250,0.000,6.250,43.750,43.750,0.000,43.750,0.000,12.5,100.0
3214,2026-2027,6.250,0.000,6.250,43.750,43.750,0.000,43.750,0.000,12.5,100.0
3215,2026-2027,50.000,0.000,50.000,150.000,150.000,0.000,150.000,0.000,25.0,100.0
3216,2026-2027,12.500,0.000,12.500,87.500,87.500,0.000,87.500,0.000,12.5,100.0
3217,2026-2027,6.250,0.000,6.250,43.750,43.750,0.000,43.750,0.000,12.5,100.0
3218,2026-2027,25.000,0.000,25.000,175.000,175.000,0.000,175.000,0.000,12.5,100.0
3219,2026-2027,15.000,0.000,15.000,105.000,105.000,0.000,105.000,0.000,12.5,100.0
3220,2026-2027,15.000,0.000,15.000,105.000,105.000,0.000,105.000,0.000,12.5,100.0
3221,2026-2027,15.000,0.000,15.000,105.000,105.000,0.000,105.000,0.000,12.5,100.0
3222,2026-2027,15.000,0.000,15.000,105.000,105.000,0.000,105.000,0.000,12.5,100.0
3223,2026-2027,6.250,0.000,6.250,43.750,43.750,0.000,43.750,0.000,12.5,100.0
3224,2026-2027,12.500,0.000,12.500,37.500,37.500,0.000,37.500,0.000,25.0,100.0
3225,2026-2027,6.250,0.000,6.250,43.750,43.750,0.000,43.750,0.000,12.5,100.0
3226,2026-2027,25.000,0.000,25.000,75.000,75.000,0.000,75.000,0.000,25.0,100.0
3227,2026-2027,6.250,0.000,6.250,43.750,43.750,0.000,43.750,0.000,12.5,100.0
3228,2026-2027,12.500,0.000,12.500,37.500,37.500,0.000,37.500,0.000,25.0,100.0
3229,2026-2027,6.250,0.000,6.250,43.750,43.750,0.000,43.750,0.000,12.5,100.0
3230,2026-2027,6.250,0.000,6.250,43.750,43.750,0.000,43.750,0.000,12.5,100.0
3231,2026-2027,6.250,0.000,6.250,43.750,43.750,0.000,43.750,0.000,12.5,100.0
3232,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
3233,2026-2027,12.500,0.000,12.500,37.500,37.500,0.000,37.500,0.000,25.0,100.0
3234,2026-2027,206.000,0.000,1188.293,647.350,300.000,0.000,300.000,0.000,64.7,81.1
3235,2026-2027,0.000,0.000,15.270,38.730,0.000,18.500,18.500,0.000,28.3,62.5
